nct_id,sponsor or collaborator,start_date
NCT04172987,Eli Lilly and Company,"February 26, 2020"
NCT04172831,"Tonix Pharmaceuticals, Inc.","December 9, 2019"
NCT04172675,"Janssen Research & Development, LLC","February 28, 2020"
NCT04172597,"Spectrum Pharmaceuticals, Inc","December 23, 2019"
NCT04171765,"Genentech, Inc.","September 30, 2020"
NCT04171752,Genfit,"November 22, 2019"
NCT04171739,F2G Ltd.,"November 18, 2019"
NCT04171739,Hammersmith Medicines Research,"November 18, 2019"
NCT04171700,"Clovis Oncology, Inc.","November 21, 2019"
NCT04171687,HK inno.N Corporation,"October 21, 2019"
NCT04171310,Sanofi,"November 13, 2019"
NCT04171284,Sinocelltech Ltd.,"October 22, 2019"
NCT04171258,Hugel,March 2020
NCT04171141,Pfizer,"November 19, 2019"
NCT04171115,Ology Bioservices,"June 1, 2020"
NCT04171115,United States Department of Defense,"June 1, 2020"
NCT04170998,"Dong-A ST Co., Ltd.","January 2, 2020"
NCT04170543,AstraZeneca,"November 18, 2019"
NCT04170296,Endo Pharmaceuticals,"November 1, 2019"
NCT04170283,BeiGene,"January 21, 2020"
NCT04170023,Alexion Pharmaceuticals,"December 16, 2019"
NCT04169997,"Impact Therapeutics, Inc.","December 24, 2019"
NCT04169711,Arrowhead Pharmaceuticals,"August 17, 2020"
NCT04169672,Hutchison Medipharma Limited,"December 26, 2019"
NCT04169373,AbbVie,"November 26, 2019"
NCT04169321,Cytosite Biopharma Inc.,"June 16, 2020"
NCT04169321,Massachusetts General Hospital,"June 16, 2020"
NCT04169321,University of Alabama at Birmingham,"June 16, 2020"
NCT04169256,Fruithy Medical Pty Ltd,"January 20, 2020"
NCT04169178,"Henlix, Inc","March 3, 2020"
NCT04168385,"Mirum Pharmaceuticals, Inc.","January 16, 2019"
NCT04167696,Celyad Oncology SA,"November 25, 2019"
NCT04167670,"Phathom Pharmaceuticals, Inc.","December 10, 2019"
NCT04167553,Hanmi Pharmaceutical Company Limited,"August 30, 2019"
NCT04167540,"Brain Neurotherapy Bio, Inc.","April 1, 2020"
NCT04167514,CSL Behring,"January 9, 2020"
NCT04167514,Blood and Marrow Transplant Clinical Trials Network,"January 9, 2020"
NCT04167514,National Institutes of Health (NIH),"January 9, 2020"
NCT04167514,"National Heart, Lung, and Blood Institute (NHLBI)","January 9, 2020"
NCT04167514,National Cancer Institute (NCI),"January 9, 2020"
NCT04167475,PrecisionBiotics Ltd.,"January 6, 2020"
NCT04167475,Nottingham Trent University,"January 6, 2020"
NCT04167475,Atlantia Food Clinical Trials Ltd.,"January 6, 2020"
NCT04167462,Bristol-Myers Squibb,"November 15, 2019"
NCT04167358,GlaxoSmithKline,"July 14, 2020"
NCT04167267,Daewoong Pharmaceutical Co. LTD.,November 2019
NCT04166942,"Kadmon Corporation, LLC","January 7, 2020"
NCT04166773,Eli Lilly and Company,"November 19, 2019"
NCT04166669,Amplyx Pharmaceuticals,"November 12, 2019"
NCT04165993,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd","December 31, 2019"
NCT04165850,NeuroSense Therapeutics Ltd.,"November 25, 2019"
NCT04165837,"1ST Biotherapeutics, Inc.","October 14, 2019"
NCT04165824,"Mitsubishi Tanabe Pharma Development America, Inc.","November 18, 2019"
NCT04165551,Biosearch S.A.,"October 1, 2019"
NCT04165551,"Federico García García, PhD","October 1, 2019"
NCT04165499,Biosearch S.A.,"November 11, 2019"
NCT04165499,Clínica Dr. Miguel Quesada,"November 11, 2019"
NCT04165486,Biogen,"July 7, 2020"
NCT04165317,Pfizer,"December 30, 2019"
NCT04165239,Khondrion BV,"October 30, 2019"
NCT04165239,"Julius Clinical, The Netherlands","October 30, 2019"
NCT04165122,Heidelberg ImmunoTherapeutics GmbH,"November 15, 2019"
NCT04165096,Merck Sharp & Dohme Corp.,"January 21, 2020"
NCT04165070,Merck Sharp & Dohme Corp.,"December 19, 2019"
NCT04164901,"Agios Pharmaceuticals, Inc.","January 5, 2020"
NCT04164888,"Civi Biopharma, Inc.","November 11, 2019"
NCT04164732,Novartis Pharmaceuticals,"January 8, 2020"
NCT04164732,Novartis,"January 8, 2020"
NCT04164719,"Tonix Pharmaceuticals, Inc.","October 14, 2019"
NCT04164290,"Tasly Pharmaceuticals, Inc.",January 2020
NCT04164199,BeiGene,"December 19, 2019"
NCT04164121,Yiling Pharmaceutical Inc.,"December 17, 2019"
NCT04163991,Viela Bio,"December 9, 2019"
NCT04163978,Sanotize Research and Development corp.,"October 27, 2019"
NCT04163458,Ferring Pharmaceuticals,"October 25, 2019"
NCT04163263,Boston Pharmaceuticals,"November 4, 2019"
NCT04163185,"Axsome Therapeutics, Inc.","October 8, 2019"
NCT04163016,UCB Biopharma S.P.R.L.,"June 19, 2020"
NCT04163016,UCB Pharma,"June 19, 2020"
NCT04162899,Reistone Biopharma Company Limited,"November 6, 2019"
NCT04162821,"Beijing Continent Pharmaceutical Co, Ltd.","June 26, 2019"
NCT04162769,Arena Pharmaceuticals,"October 24, 2019"
NCT04162470,Regeneron Pharmaceuticals,"December 3, 2019"
NCT04162353,iCell Gene Therapeutics,November 2019
NCT04162353,"iCAR Bio, China",November 2019
NCT04162340,iCell Gene Therapeutics,"July 11, 2019"
NCT04162340,"iCAR Bio, China","July 11, 2019"
NCT04162327,Innovent Biologics (Suzhou) Co. Ltd.,"November 26, 2019"
NCT04162301,CStone Pharmaceuticals,"December 30, 2019"
NCT04162210,GlaxoSmithKline,"April 2, 2020"
NCT04161976,Eli Lilly and Company,"December 27, 2019"
NCT04161898,AbbVie,"February 4, 2020"
NCT04161885,AbbVie,"February 26, 2020"
NCT04161547,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","November 20, 2019"
NCT04161495,"Bioverativ, a Sanofi company","December 4, 2019"
NCT04161495,Sanofi,"December 4, 2019"
NCT04161482,"scPharmaceuticals, Inc.","December 2, 2019"
NCT04161482,"Clinical Trial Data Services, Inc.","December 2, 2019"
NCT04161482,CSSi Life Sciences,"December 2, 2019"
NCT04161430,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","January 20, 2020"
NCT04161001,Daewoong Pharmaceutical Co. LTD.,"November 20, 2019"
NCT04160468,ContraFect,"December 20, 2019"
NCT04160260,Paratek Pharmaceuticals Inc,"November 28, 2019"
NCT04160065,"Morphogenesis, Inc.","March 3, 2020"
NCT04160065,H. Lee Moffitt Cancer Center and Research Institute,"March 3, 2020"
NCT04160065,University of Southern California,"March 3, 2020"
NCT04159961,Daewoong Pharmaceutical Co. LTD.,"December 16, 2019"
NCT04159831,"Lung Therapeutics, Inc","September 26, 2020"
NCT04159805,Takeda,"January 14, 2020"
NCT04159766,"Neuraly, Inc.","October 16, 2019"
NCT04159701,Eli Lilly and Company,"November 15, 2019"
NCT04159493,Aspen USA Inc,"June 5, 2020"
NCT04159493,Aspen Global Incorporated,"June 5, 2020"
NCT04159415,Regeneron Pharmaceuticals,"January 7, 2020"
NCT04158648,Hoffmann-La Roche,"February 10, 2020"
NCT04158583,Hoffmann-La Roche,"December 9, 2019"
NCT04158453,Autifony Therapeutics Limited,"October 10, 2019"
NCT04158102,"Nuance Pharma (shanghai) Co., Ltd","November 7, 2019"
NCT04158076,Addpharma Inc.,"January 23, 2020"
NCT04157959,"Jiangsu HengRui Medicine Co., Ltd.","October 14, 2019"
NCT04157933,"Alexza Pharmaceuticals, Inc.","October 16, 2019"
NCT04157699,"Qilu Pharmaceutical Co., Ltd.","July 26, 2019"
NCT04157686,Allergan,"October 23, 2019"
NCT04157517,"Millennium Pharmaceuticals, Inc.","December 12, 2019"
NCT04157517,Takeda,"December 12, 2019"
NCT04157348,AstraZeneca,"October 29, 2019"
NCT04157335,AstraZeneca,"November 25, 2019"
NCT04157257,"Qilu Pharmaceutical Co., Ltd.","July 26, 2019"
NCT04157088,Bayer,"December 17, 2019"
NCT04156750,Eli Lilly and Company,"November 20, 2019"
NCT04156685,Chong Kun Dang Pharmaceutical,"August 6, 2019"
NCT04156659,Novartis Pharmaceuticals,"May 31, 2021"
NCT04156659,Novartis,"May 31, 2021"
NCT04156646,Hoffmann-La Roche,"November 19, 2019"
NCT04156620,Novartis Pharmaceuticals,"December 11, 2019"
NCT04156620,Novartis,"December 11, 2019"
NCT04156347,"Targeted Therapy Technologies, LLC","April 1, 2020"
NCT04156191,"Arcutis Biotherapeutics, Inc.","December 23, 2019"
NCT04156100,Agenus Inc.,"December 10, 2019"
NCT04155918,Arthrosi Therapeutics,"February 3, 2020"
NCT04155749,"Arcellx, Inc.","November 18, 2019"
NCT04155580,"Astex Pharmaceuticals, Inc.","June 12, 2020"
NCT04155567,Takeda,"November 13, 2019"
NCT04155515,"Dongguan HEC TaiGen Biopharmaceuticals Co., Ltd.","June 13, 2019"
NCT04155203,Perrigo Company,"October 15, 2019"
NCT04155190,"PellePharm, Inc.","December 20, 2019"
NCT04154956,Sanofi,"February 6, 2020"
NCT04154826,Revimmune,"October 30, 2020"
NCT04154826,Washington University School of Medicine,"October 30, 2020"
NCT04154800,Bristol-Myers Squibb,November 2019
NCT04154787,Novartis Pharmaceuticals,"November 23, 2019"
NCT04154787,Novartis,"November 23, 2019"
NCT04154774,"Janssen Research & Development, LLC","November 7, 2019"
NCT04154670,"Magenta Therapeutics, Inc.","November 7, 2019"
NCT04154488,X4 Pharmaceuticals,"August 15, 2020"
NCT04154293,Timber Pharmceuticals LLC,"December 3, 2019"
NCT04154072,"Neuraly, Inc.","February 27, 2020"
NCT04153929,Boehringer Ingelheim,"April 30, 2020"
NCT04153565,Merck Sharp & Dohme Corp.,"December 9, 2019"
NCT04153409,Lateral Pharma Pty Ltd,"September 24, 2019"
NCT04153175,Cerebral Therapeutics LLC,"August 21, 2020"
NCT04153149,Alnylam Pharmaceuticals,"November 26, 2019"
NCT04152915,Novo Nordisk A/S,"November 25, 2019"
NCT04152863,Merck Sharp & Dohme Corp.,"June 5, 2020"
NCT04152837,Palladio Biosciences,"September 2, 2020"
NCT04152759,Bio-Thera Solutions,"September 9, 2019"
NCT04152382,Eli Lilly and Company,"November 20, 2019"
NCT04152226,"DermBiont, Inc.","February 19, 2019"
NCT04152200,Alnylam Pharmaceuticals,"January 21, 2020"
NCT04152018,Pfizer,"November 13, 2019"
NCT04151810,Dragonboat Biopharmaceutical Company Limited,"December 30, 2019"
NCT04151719,"Bausch Health Americas, Inc.","February 3, 2020"
NCT04151407,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.","March 8, 2019"
NCT04150861,Ferring Pharmaceuticals,"June 23, 2019"
NCT04150575,Shanghai Henlius Biotech,"March 10, 2020"
NCT04150497,Cellectis S.A.,"October 14, 2019"
NCT04150393,MaaT Pharma,"October 20, 2020"
NCT04150341,Theravance Biopharma,"November 29, 2019"
NCT04150172,"Korea Otsuka Pharmaceutical Co., Ltd.","April 22, 2019"
NCT04150146,"Korea Otsuka Pharmaceutical Co., Ltd.","July 5, 2019"
NCT04150042,"General Oncology, Inc.",December 2020
NCT04150029,Novartis Pharmaceuticals,"September 1, 2020"
NCT04150029,Novartis,"September 1, 2020"
NCT04149860,H. Lundbeck A/S,"September 27, 2019"
NCT04149691,Celon Pharma SA,"July 19, 2019"
NCT04149691,"National Center for Research and Development, Poland","July 19, 2019"
NCT04149678,Celgene,"October 4, 2019"
NCT04149574,Bristol-Myers Squibb,"December 9, 2019"
NCT04149431,"PharmPak, LLC","December 15, 2019"
NCT04148963,Lee's Pharmaceutical Limited,"December 1, 2019"
NCT04148911,Hoffmann-La Roche,"December 17, 2019"
NCT04148573,Neurofix S.L.,"October 1, 2019"
NCT04148287,Amplyx Pharmaceuticals,"September 15, 2019"
NCT04148209,Pfizer,"November 5, 2019"
NCT04148118,BlueWillow Biologics,"January 8, 2020"
NCT04148118,Porton Biopharma Ltd.,"January 8, 2020"
NCT04147949,"VistaGen Therapeutics, Inc.",December 2020
NCT04147910,"Kyowa Kirin Pharmaceutical Development, Inc.","August 21, 2019"
NCT04147858,Aptinyx,"November 12, 2019"
NCT04147858,Worldwide Clinical Trials,"November 12, 2019"
NCT04147819,Bayer,"July 2, 2020"
NCT04147715,Shionogi,"October 23, 2019"
NCT04147715,Shionogi Inc.,"October 23, 2019"
NCT04147416,"Sichuan Haisco Pharmaceutical Group Co., Ltd","November 22, 2019"
NCT04147416,"Haisco Pharmaceutical Group Co., Ltd.","November 22, 2019"
NCT04147338,"Janssen Research & Development, LLC","October 30, 2019"
NCT04147260,Boehringer Ingelheim,"November 6, 2019"
NCT04147247,Boehringer Ingelheim,"December 23, 2019"
NCT04147234,Boehringer Ingelheim,"March 9, 2020"
NCT04147208,"Sunshine Lake Pharma Co., Ltd.","February 28, 2019"
NCT04147195,Novartis Pharmaceuticals,"June 4, 2020"
NCT04147195,Novartis,"June 4, 2020"
NCT04146896,Aptinyx,"November 12, 2019"
NCT04146896,Syneos Health,"November 12, 2019"
NCT04146805,Blade Therapeutics,"January 15, 2020"
NCT04146623,"Codagenix, Inc","May 7, 2019"
NCT04146610,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",November 2019
NCT04146584,Sofwave Medical LTD,"November 20, 2019"
NCT04146402,Sinocelltech Ltd.,"December 31, 2019"
NCT04146363,Eli Lilly and Company,"September 24, 2019"
NCT04146363,"Dermira, Inc. a wholly owned subsidiary of Eli Lilly and Company","September 24, 2019"
NCT04146285,Bio-Thera Solutions,"November 5, 2019"
NCT04146181,Sinocelltech Ltd.,"October 31, 2019"
NCT04146129,Celldex Therapeutics,"October 29, 2019"
NCT04145596,"Sichuan Haisco Pharmaceutical Group Co., Ltd","November 14, 2019"
NCT04145596,First Hospital of Jilin University,"November 14, 2019"
NCT04145596,"Haisco Pharmaceutical Group Co., Ltd.","November 14, 2019"
NCT04145583,"Sichuan Haisco Pharmaceutical Group Co., Ltd","December 14, 2019"
NCT04145583,"Haisco Pharmaceutical Group Co., Ltd.","December 14, 2019"
NCT04145219,ALK-Abelló A/S,"October 12, 2019"
NCT04145128,"Agios Pharmaceuticals, Inc.","October 2, 2019"
NCT04144842,Alligator Bioscience AB,"December 3, 2019"
NCT04144517,"Alkermes, Inc.","February 5, 2020"
NCT04144517,Immune Oncology Network,"February 5, 2020"
NCT04144413,Santen SAS,"May 31, 2019"
NCT04144348,"ModernaTX, Inc.","November 4, 2019"
NCT04144179,"Sanofi Pasteur, a Sanofi Company","November 6, 2019"
NCT04144179,Sanofi,"November 6, 2019"
NCT04144049,Medy-Tox,"September 10, 2019"
NCT04143945,Novo Nordisk A/S,"October 28, 2019"
NCT04143854,Medy-Tox,"April 14, 2019"
NCT04143815,Medy-Tox,"April 14, 2019"
NCT04143802,Eli Lilly and Company,"December 18, 2019"
NCT04143750,"Jiangsu vcare pharmaceutical technology co., LTD","November 11, 2019"
NCT04143607,"Jiangsu Aosaikang Pharmaceutical Co., Ltd.","July 23, 2019"
NCT04143594,Gilead Sciences,"November 22, 2019"
NCT04143477,"Astellas Pharma China, Inc.","December 5, 2019"
NCT04143477,Astellas Pharma Inc,"December 5, 2019"
NCT04143217,"Supernus Pharmaceuticals, Inc.","January 23, 2020"
NCT04143061,"Sanofi Pasteur, a Sanofi Company","December 30, 2019"
NCT04143061,Sanofi,"December 30, 2019"
NCT04142970,"Sichuan Haisco Pharmaceutical Group Co., Ltd","January 5, 2020"
NCT04142970,The First Affiliated Hospital of Zhengzhou University,"January 5, 2020"
NCT04142970,"Haisco Pharmaceutical Group Co., Ltd.","January 5, 2020"
NCT04142762,Assembly Biosciences,"October 18, 2019"
NCT04142749,PharmaKing,"November 15, 2019"
NCT04142658,"CryoLife, Inc.","May 1, 2020"
NCT04142658,Duke Clinical Research Institute,"May 1, 2020"
NCT04142619,Cellectis S.A.,"November 21, 2019"
NCT04142242,Sanofi,"October 4, 2019"
NCT04141150,Aprinoia Therapeutics Inc.,"August 19, 2019"
NCT04140695,Vanda Pharmaceuticals,"October 21, 2019"
NCT04140526,"OncoImmune, Inc.","July 16, 2020"
NCT04140526,National Cancer Institute (NCI),"July 16, 2020"
NCT04140500,Hoffmann-La Roche,"November 11, 2019"
NCT04140305,Celgene,"January 16, 2020"
NCT04140227,"Bausch Health Americas, Inc.","September 24, 2020"
NCT04139824,LG Chem,"January 22, 2020"
NCT04139798,"Bausch Health Americas, Inc.","July 20, 2020"
NCT04139434,Newave Pharmaceutical Inc,"July 6, 2020"
NCT04139330,Nobelpharma,"November 21, 2019"
NCT04139317,Novartis Pharmaceuticals,"January 22, 2020"
NCT04139317,Novartis,"January 22, 2020"
NCT04139226,Amgen,"August 28, 2019"
NCT04139135,Shanghai Henlius Biotech,"December 12, 2019"
NCT04138927,Rigel Pharmaceuticals,"October 30, 2019"
NCT04138823,Boehringer Ingelheim,"November 26, 2019"
NCT04138277,Amicus Therapeutics,"December 18, 2019"
NCT04138056,GlaxoSmithKline,"November 5, 2019"
NCT04138043,GlaxoSmithKline,"December 5, 2019"
NCT04137887,"Sanofi Pasteur, a Sanofi Company","November 4, 2019"
NCT04137887,Sanofi,"November 4, 2019"
NCT04137562,"EHL Bio Co., Ltd.","December 11, 2019"
NCT04137380,Eli Lilly and Company,"December 4, 2019"
NCT04137341,Galapagos NV,"October 9, 2019"
NCT04137289,Boehringer Ingelheim,"March 11, 2020"
NCT04137224,CSL Behring,"September 19, 2019"
NCT04137055,"Guangdong Raynovent Biotech Co., Ltd","November 19, 2019"
NCT04136873,"Cerevel Therapeutics, LLC","October 15, 2019"
NCT04136834,"Athenex, Inc.","November 15, 2019"
NCT04136756,Nektar Therapeutics,"October 7, 2019"
NCT04136366,"Aldeyra Therapeutics, Inc.","November 15, 2019"
NCT04136327,Galapagos NV,"September 13, 2019"
NCT04136145,GlaxoSmithKline,"October 28, 2019"
NCT04136067,Novo Nordisk A/S,"October 29, 2019"
NCT04135898,Shanghai Institute Of Biological Products,"October 30, 2019"
NCT04135833,"Beta Pharma, Inc.","December 12, 2019"
NCT04135820,"Beta Pharma, Inc.","December 17, 2019"
NCT04135560,Pfizer,"October 29, 2019"
NCT04135495,"Eloxx Pharmaceuticals, Inc.","November 25, 2019"
NCT04135417,"Humacyte, Inc.","November 12, 2019"
NCT04135352,Merck Sharp & Dohme Corp.,"November 4, 2019"
NCT04135261,"Harbour BioMed US, Inc.","September 24, 2019"
NCT04134936,MorphoSys AG,"December 11, 2019"
NCT04134715,Pfizer,"October 23, 2019"
NCT04134312,Bavarian Nordic,"January 8, 2020"
NCT04134273,Taro Pharmaceuticals USA,"March 20, 2019"
NCT04134143,"Stratatech, a Mallinckrodt Company","November 7, 2019"
NCT04134143,Mallinckrodt,"November 7, 2019"
NCT04134091,Lipocine Inc.,"August 27, 2019"
NCT04133649,Libella Gene Therapeutics,"October 17, 2019"
NCT04133636,"Janssen Research & Development, LLC","November 7, 2019"
NCT04133454,Libella Gene Therapeutics,"October 10, 2019"
NCT04133311,Santen SAS,"April 10, 2019"
NCT04133259,"Henlix, Inc","December 31, 2019"
NCT04132817,Bristol-Myers Squibb,"December 18, 2019"
NCT04132583,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","October 18, 2019"
NCT04132336,Bayer,"November 12, 2019"
NCT04132050,"Kissei Pharmaceutical Co., Ltd.","December 24, 2019"
NCT04131595,Bavarian Nordic,"October 7, 2019"
NCT04131595,JPM CBRN Medical,"October 7, 2019"
NCT04131192,"Sunshine Lake Pharma Co., Ltd.","November 11, 2019"
NCT04130997,"TG Therapeutics, Inc.","November 18, 2019"
NCT04130919,Gilead Sciences,"December 20, 2019"
NCT04130802,Oculis,"September 27, 2019"
NCT04130542,Lyvgen Biopharma Holdings Limited,"October 31, 2019"
NCT04130204,"Dyve Biosciences, Inc.","February 12, 2020"
NCT04130100,"CAR-T (Shanghai) Biotechnology Co., Ltd.","April 4, 2019"
NCT04129944,"Unity Biotechnology, Inc.","October 30, 2019"
NCT04129554,Janssen Sciences Ireland UC,"November 6, 2019"
NCT04129528,Novartis Pharmaceuticals,"November 8, 2019"
NCT04129528,Novartis,"November 8, 2019"
NCT04129502,"Millennium Pharmaceuticals, Inc.","January 6, 2020"
NCT04129502,Takeda,"January 6, 2020"
NCT04129398,Merck Sharp & Dohme Corp.,"December 27, 2019"
NCT04129164,Viela Bio,"October 16, 2019"
NCT04128917,HK inno.N Corporation,"January 21, 2020"
NCT04128787,"Agios Pharmaceuticals, Inc.","September 30, 2019"
NCT04128423,"Amphivena Therapeutics, Inc.","October 9, 2019"
NCT04128163,"Qilu Pharmaceutical Co., Ltd.","June 5, 2019"
NCT04128085,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","November 15, 2019"
NCT04128007,"Arcutis Biotherapeutics, Inc.","January 13, 2020"
NCT04127786,"Sanofi Pasteur, a Sanofi Company","October 21, 2019"
NCT04127786,Sanofi,"October 21, 2019"
NCT04127058,Vanda Pharmaceuticals,"October 7, 2019"
NCT04126707,Ascentage Pharma Group Inc.,"November 19, 2019"
NCT04126707,HealthQuest Pharma Inc.,"November 19, 2019"
NCT04126681,Ascentage Pharma Group Inc.,"October 21, 2019"
NCT04126681,HealthQuest Pharma Inc.,"October 21, 2019"
NCT04126668,AnewPharma,"December 19, 2019"
NCT04126590,Changchun Intellicrown Pharmaceutical Co. LTD,"January 9, 2020"
NCT04126538,"Beijing Continent Pharmaceutical Co, Ltd.","August 27, 2019"
NCT04126473,"Eloxx Pharmaceuticals, Inc.","November 5, 2019"
NCT04126213,GlaxoSmithKline,"November 5, 2019"
NCT04126200,GlaxoSmithKline,"October 7, 2019"
NCT04126044,Pfizer,"January 22, 2021"
NCT04125927,Recordati Rare Diseases,January 2021
NCT04125836,Camurus AB,"October 10, 2019"
NCT04125693,Bayer,"October 30, 2019"
NCT04124965,UCB Biopharma SRL,"October 29, 2019"
NCT04124965,UCB Pharma,"October 29, 2019"
NCT04124926,"Phathom Pharmaceuticals, Inc.","October 28, 2019"
NCT04124705,Allergan,"October 11, 2019"
NCT04124653,Pfizer,"October 17, 2019"
NCT04124614,"Otsuka Pharmaceutical Development & Commercialization, Inc.","October 17, 2019"
NCT04124510,Mundipharma Korea Ltd,December 2019
NCT04124367,Ever Neuro Pharma GmbH,September 2020
NCT04124367,VASCage GmbH,September 2020
NCT04124367,NeuroConn GmbH,September 2020
NCT04124367,Evaluation Software Development GmbH,September 2020
NCT04124094,Respirent Pharmaceuticals Co Ltd.,"October 1, 2019"
NCT04124094,BECRO Ltd.,"October 1, 2019"
